id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err
Auto_048,390.01,1834.30,390.03,1834.31,143.06625,43.58817,09h32m15.90s,+43d35m17.4s,5701.0,43134.000,49727.065,298.904,166.36,-11.741,0.007,11.505,0.158
Auto_049,1963.48,2215.87,1963.51,2215.84,143.87551,43.79313,09h35m30.12s,+43d47m35.3s,6866.0,42871.000,47348.477,293.380,161.39,-11.688,0.007,11.558,0.158
Auto_050,2893.53,1964.51,2893.51,1964.50,144.22139,44.06675,09h36m53.13s,+44d04m00.3s,6449.0,41455.000,47550.347,294.587,161.41,-11.693,0.007,11.553,0.158
Auto_051,3797.92,1383.97,3797.90,1383.98,144.46449,44.44102,09h37m51.48s,+44d26m27.7s,7064.0,39950.000,44736.368,292.374,153.01,-11.627,0.007,11.619,0.158
Auto_052,3339.92,3948.10,3339.92,3948.09,144.98397,43.51369,09h39m56.15s,+43d30m49.3s,7099.0,38031.000,42149.208,284.038,148.39,-11.562,0.007,11.684,0.158
Auto_053,2884.15,2772.35,2884.16,2772.35,144.44784,43.80272,09h37m47.48s,+43d48m09.8s,6743.0,35837.000,40476.424,281.582,143.75,-11.518,0.008,11.728,0.158
Auto_054,2872.74,2699.06,2872.73,2699.04,144.42187,43.82417,09h37m41.25s,+43d49m27.0s,6590.0,35450.000,38895.387,280.145,138.84,-11.475,0.008,11.771,0.158
Auto_055,3494.42,3185.58,3494.37,3185.62,144.83974,43.79316,09h39m21.54s,+43d47m35.4s,5379.0,35066.000,40138.472,285.095,140.79,-11.509,0.008,11.737,0.158
Auto_056,3063.03,2212.49,3063.04,2212.46,144.36891,44.02120,09h37m28.54s,+44d01m16.3s,5675.0,34220.000,38224.348,288.665,132.42,-11.456,0.008,11.790,0.158
Auto_057,5340.68,3316.84,5340.61,3316.90,145.71213,44.12285,09h42m50.91s,+44d07m22.3s,4804.0,33590.000,41491.000,289.261,143.44,-11.545,0.008,11.701,0.158
Auto_058,5086.37,520.10,5086.41,520.07,144.80463,44.98374,09h39m13.11s,+44d59m01.5s,4142.0,32002.000,38338.868,291.988,131.30,-11.459,0.008,11.787,0.158
Auto_059,447.53,1798.99,447.48,1799.03,143.08136,43.61153,09h32m19.53s,+43d36m41.5s,3792.0,31598.000,36171.171,280.741,128.84,-11.396,0.008,11.850,0.158
Auto_060,1320.49,2917.79,1320.45,2917.81,143.79008,43.43336,09h35m09.62s,+43d26m00.1s,4122.0,29096.000,32004.399,268.934,119.00,-11.263,0.009,11.983,0.158
Auto_061,649.58,2059.60,649.57,2059.58,143.24601,43.57012,09h32m59.04s,+43d34m12.4s,3402.0,27962.000,32574.319,274.167,118.81,-11.282,0.009,11.964,0.158
Auto_062,1473.92,154.32,1473.91,154.40,143.05818,44.35469,09h32m13.96s,+44d21m16.9s,3373.0,27950.000,33479.724,266.198,125.77,-11.312,0.009,11.934,0.158
Auto_063,1999.73,92.69,1999.73,92.69,143.27597,44.48495,09h33m06.23s,+44d29m05.8s,3426.0,27740.000,32329.634,275.891,117.18,-11.274,0.009,11.972,0.158
Auto_064,1658.02,444.92,1658.02,444.93,143.22552,44.30018,09h32m54.12s,+44d18m00.6s,3743.0,27038.000,30633.436,267.558,114.49,-11.215,0.009,12.031,0.158
Auto_065,5109.33,2951.12,5109.34,2951.16,145.50531,44.19619,09h42m01.27s,+44d11m46.3s,4728.0,26970.000,32208.062,276.010,116.69,-11.270,0.009,11.976,0.158
Auto_066,189.78,3192.30,189.80,3192.28,143.36975,43.11101,09h33m28.74s,+43d06m39.6s,3382.0,26809.000,31232.364,268.307,116.41,-11.237,0.009,12.010,0.158
Auto_067,5157.91,815.71,5157.96,815.70,144.92246,44.90228,09h39m41.39s,+44d54m08.2s,3506.0,26581.000,31246.943,283.701,110.14,-11.237,0.010,12.009,0.158
Auto_068,1571.46,413.40,1571.44,413.41,143.17755,44.29212,09h32m42.61s,+44d17m31.6s,3329.0,26561.000,30612.463,275.678,111.04,-11.215,0.010,12.031,0.158
Auto_069,1025.10,2541.06,1025.12,2541.07,143.55100,43.49350,09h34m12.24s,+43d29m36.6s,4314.0,26468.000,29685.645,273.884,108.39,-11.181,0.010,12.065,0.158
Auto_070,1629.27,602.98,1629.27,603.00,143.25876,44.24338,09h33m02.10s,+44d14m36.2s,3661.0,26341.000,30051.582,267.494,112.34,-11.195,0.010,12.051,0.158
Auto_071,5354.26,1387.79,5354.29,1387.78,145.17601,44.75576,09h40m42.24s,+44d45m20.7s,3924.0,25881.000,30933.655,269.388,114.83,-11.226,0.009,12.020,0.158
Auto_072,1058.04,2672.88,1058.04,2672.88,143.60347,43.45789,09h34m24.83s,+43d27m28.4s,4003.0,25845.000,29024.779,266.919,108.74,-11.157,0.010,12.089,0.158
Auto_073,5578.62,2054.10,5578.61,2054.13,145.46742,44.58337,09h41m52.18s,+44d35m00.1s,3678.0,25624.000,31792.715,286.170,111.10,-11.256,0.010,11.990,0.158
Auto_074,4869.97,3663.09,4869.97,3663.10,145.59474,43.91542,09h42m22.74s,+43d54m55.5s,3870.0,24958.000,29204.467,262.801,111.13,-11.164,0.010,12.082,0.158
Auto_075,5249.02,648.40,5249.08,648.45,144.91619,44.97497,09h39m39.89s,+44d58m29.9s,2903.0,24549.000,30120.305,269.522,111.75,-11.197,0.010,12.049,0.158
Auto_076,3734.67,250.35,3734.69,250.35,144.10806,44.79504,09h36m25.93s,+44d47m42.2s,2950.0,24475.000,27545.745,263.995,104.34,-11.100,0.010,12.146,0.158
Auto_077,290.06,3146.79,290.06,3146.79,143.40070,43.14637,09h33m36.17s,+43d08m46.9s,2877.0,23860.000,27151.335,269.834,100.62,-11.084,0.011,12.162,0.158
Auto_078,929.12,3516.78,929.12,3516.79,143.78774,43.15960,09h35m09.06s,+43d09m34.6s,3228.0,23577.000,26115.991,263.143,99.25,-11.042,0.011,12.204,0.159
Auto_079,1143.32,2610.17,1143.34,2610.19,143.62327,43.49579,09h34m29.59s,+43d29m44.8s,3661.0,23334.000,25961.576,270.438,96.00,-11.036,0.011,12.210,0.159
Auto_080,1438.83,2834.97,1438.83,2834.95,143.81897,43.48455,09h35m16.55s,+43d29m04.4s,3987.0,22962.000,25780.032,268.815,95.90,-11.028,0.011,12.218,0.159
Auto_081,6119.54,559.10,6119.63,559.04,145.29059,45.17837,09h41m09.74s,+45d10m42.1s,2853.0,22729.000,29047.434,269.348,107.84,-11.158,0.010,12.088,0.158
Auto_082,346.70,3443.03,346.71,3443.01,143.51033,43.06309,09h34m02.48s,+43d03m47.1s,2882.0,22646.000,26285.799,265.123,99.15,-11.049,0.011,12.197,0.159
Auto_083,2671.84,4096.65,2671.80,4096.63,144.72612,43.32961,09h38m54.27s,+43d19m46.6s,3388.0,22344.000,25146.974,262.532,95.79,-11.001,0.011,12.245,0.159
Auto_084,4902.54,2288.83,4902.50,2288.85,145.22524,44.37099,09h40m54.06s,+44d22m15.6s,3488.0,22094.000,26642.753,270.454,98.51,-11.064,0.011,12.182,0.159
Auto_085,3848.39,3877.72,3848.37,3877.75,145.19306,43.63963,09h40m46.33s,+43d38m22.7s,3436.0,21983.000,25712.245,253.157,101.57,-11.025,0.011,12.221,0.158
Auto_086,3734.15,2867.70,3734.12,2867.71,144.85834,43.94546,09h39m26.00s,+43d56m43.7s,3922.0,21732.000,24263.080,252.503,96.09,-10.962,0.011,12.284,0.159
Auto_087,4802.26,2269.41,4802.28,2269.41,145.17408,44.35710,09h40m41.78s,+44d21m25.6s,3286.0,21148.000,25517.520,260.652,97.90,-11.017,0.011,12.229,0.159
Auto_088,4992.97,690.08,4992.99,690.08,144.81074,44.90972,09h39m14.58s,+44d54m35.0s,2896.0,20237.000,23523.004,259.602,90.61,-10.929,0.012,12.317,0.159
Auto_089,3659.87,669.29,3659.87,669.29,144.19550,44.64426,09h36m46.92s,+44d38m39.3s,2904.0,20168.000,22636.284,267.832,84.52,-10.887,0.013,12.359,0.159
Auto_090,3325.23,547.49,3325.23,547.45,144.00796,44.61460,09h36m01.91s,+44d36m52.6s,2739.0,19793.000,22565.738,262.449,85.98,-10.884,0.013,12.362,0.159
Auto_091,4912.23,3539.10,4912.25,3539.13,145.57952,43.96442,09h42m19.08s,+43d57m51.9s,3149.0,19523.000,23559.757,264.099,89.21,-10.930,0.012,12.316,0.159
Auto_092,5937.72,1971.58,5937.65,1971.61,145.60829,44.68196,09h42m25.99s,+44d40m55.0s,2311.0,19223.000,24429.154,255.789,95.51,-10.970,0.011,12.276,0.159
Auto_093,4250.35,804.54,4250.36,804.56,144.50388,44.72157,09h38m00.93s,+44d43m17.7s,2824.0,19202.000,22584.909,260.985,86.54,-10.885,0.013,12.362,0.159
Auto_094,1691.96,1831.78,1691.93,1831.77,143.64344,43.86078,09h34m34.43s,+43d51m38.8s,3290.0,19164.000,21259.092,253.850,83.75,-10.819,0.013,12.427,0.159
Auto_095,4680.72,2242.98,4680.71,2242.97,145.11126,44.34117,09h40m26.70s,+44d20m28.2s,2893.0,19023.000,21542.848,256.482,83.99,-10.833,0.013,12.413,0.159
Auto_096,1150.73,3719.14,1150.76,3719.09,143.94318,43.14012,09h35m46.36s,+43d08m24.4s,2468.0,18911.000,21576.103,264.524,81.57,-10.835,0.013,12.411,0.159
Auto_097,1552.04,4021.06,1552.06,4021.06,144.20629,43.12523,09h36m49.51s,+43d07m30.8s,3022.0,18814.000,21138.139,269.741,78.36,-10.813,0.014,12.433,0.159
Auto_098,1820.13,2070.98,1820.13,2070.99,143.76970,43.81021,09h35m04.73s,+43d48m36.7s,3517.0,18802.000,20836.984,248.584,83.82,-10.797,0.013,12.449,0.159
Auto_099,5943.00,1700.46,5943.05,1700.44,145.53425,44.77156,09h42m08.22s,+44d46m17.6s,1967.0,18017.000,21623.594,258.204,83.75,-10.837,0.013,12.409,0.159
Auto_100,3606.74,2157.18,3606.72,2157.18,144.59903,44.15067,09h38m23.77s,+44d09m02.4s,3063.0,17964.000,20206.029,254.518,79.39,-10.764,0.014,12.482,0.159
Auto_101,1654.96,174.75,1654.95,174.76,143.14520,44.38623,09h32m34.85s,+44d23m10.4s,2460.0,17761.000,20377.983,261.609,77.89,-10.773,0.014,12.473,0.159
Auto_102,5216.06,792.80,5216.11,792.78,144.94255,44.92145,09h39m46.21s,+44d55m17.2s,2300.0,17676.000,21233.362,254.403,83.46,-10.818,0.013,12.429,0.159
Auto_103,1742.55,1535.17,1742.59,1535.14,143.58033,43.96698,09h34m19.28s,+43d58m01.1s,2317.0,17519.000,19643.164,249.890,78.61,-10.733,0.014,12.513,0.159
Auto_104,1363.48,1198.74,1363.52,1198.74,143.31342,43.99615,09h33m15.22s,+43d59m46.1s,2274.0,17301.000,24711.015,260.382,94.90,-10.982,0.011,12.264,0.159
Auto_105,3574.64,1368.41,3574.62,1368.47,144.35854,44.40026,09h37m26.05s,+44d24m00.9s,2477.0,17254.000,19551.712,259.582,75.32,-10.728,0.014,12.518,0.159
Auto_106,1418.01,1597.71,1418.00,1597.72,143.45347,43.87913,09h33m48.83s,+43d52m44.9s,2755.0,17245.000,19442.318,252.334,77.05,-10.722,0.014,12.524,0.159
Auto_107,2970.33,3128.21,2970.33,3128.22,144.58751,43.70483,09h38m21.00s,+43d42m17.4s,3326.0,17133.000,19668.400,252.628,77.86,-10.734,0.014,12.512,0.159
Auto_108,3878.55,3092.19,3878.51,3092.23,144.98690,43.90170,09h39m56.86s,+43d54m06.1s,3088.0,17019.000,20143.049,248.101,81.19,-10.760,0.013,12.486,0.159
Auto_109,3900.31,3755.83,3900.30,3755.84,145.18251,43.68985,09h40m43.80s,+43d41m23.5s,2808.0,16866.000,19397.437,251.664,77.08,-10.719,0.014,12.527,0.159
Auto_110,3822.51,2101.72,3822.53,2101.71,144.68106,44.21281,09h38m43.45s,+44d12m46.1s,2507.0,16806.000,18859.344,248.594,75.86,-10.689,0.014,12.557,0.159
Auto_111,1315.91,3040.45,1315.94,3040.41,143.82311,43.39286,09h35m17.55s,+43d23m34.3s,2775.0,16709.000,18797.618,254.230,73.94,-10.685,0.015,12.561,0.159
Auto_112,2113.48,3297.67,2113.50,3297.62,144.25148,43.47416,09h37m00.36s,+43d28m27.0s,2474.0,16488.000,18233.056,249.357,73.12,-10.652,0.015,12.594,0.159
Auto_113,4488.69,3963.30,4488.66,3963.37,145.50547,43.74081,09h42m01.31s,+43d44m26.9s,2611.0,16222.000,20275.936,271.985,74.55,-10.767,0.015,12.479,0.159
Auto_114,5669.70,1547.58,5669.67,1547.60,145.36585,44.76691,09h41m27.80s,+44d46m00.9s,2003.0,16169.000,20866.033,261.153,79.90,-10.799,0.014,12.447,0.159
Auto_115,2743.23,3371.23,2743.25,3371.23,144.55419,43.57947,09h38m13.01s,+43d34m46.1s,3061.0,15996.000,18119.985,256.907,70.53,-10.645,0.015,12.601,0.159
Auto_116,358.80,1983.45,358.76,1983.48,143.09571,43.53380,09h32m22.97s,+43d32m01.7s,1943.0,15867.000,18383.808,253.857,72.42,-10.661,0.015,12.585,0.159
Auto_117,4439.86,2912.52,4439.80,2912.54,145.19057,44.07402,09h40m45.74s,+44d04m26.5s,2261.0,15805.000,17850.906,248.641,71.79,-10.629,0.015,12.617,0.159
Auto_118,6114.39,116.87,6114.53,116.80,145.16127,45.32073,09h40m38.71s,+45d19m14.6s,1806.0,15640.000,20324.524,268.527,75.69,-10.770,0.014,12.476,0.159
Auto_119,2069.03,2926.82,2069.02,2926.80,144.12617,43.58502,09h36m30.28s,+43d35m06.1s,2838.0,15628.000,17166.148,239.401,71.70,-10.587,0.015,12.659,0.159
Auto_120,493.60,1636.47,493.58,1636.49,143.05454,43.67331,09h32m13.09s,+43d40m23.9s,1799.0,15307.000,18316.049,247.955,73.87,-10.657,0.015,12.589,0.159
Auto_121,678.96,3914.06,678.97,3914.07,143.79045,42.98044,09h35m09.71s,+42d58m49.6s,1975.0,15251.000,17700.989,240.784,73.51,-10.620,0.015,12.626,0.159
Auto_122,2880.89,2334.69,2880.85,2334.68,144.32166,43.94409,09h37m17.20s,+43d56m38.7s,2686.0,15081.000,16516.111,248.936,66.35,-10.545,0.016,12.701,0.159
Auto_123,488.08,1047.78,488.07,1047.80,142.88088,43.86083,09h31m31.41s,+43d51m39.0s,1877.0,15035.000,17230.518,263.740,65.33,-10.591,0.017,12.655,0.159
Auto_124,2018.31,908.34,2018.32,908.36,143.52215,44.22656,09h34m05.32s,+44d13m35.6s,2161.0,14453.000,16229.804,253.480,64.03,-10.526,0.017,12.720,0.159
Auto_125,3818.23,400.25,3818.24,400.25,144.18969,44.76383,09h36m45.53s,+44d45m49.8s,2026.0,14035.000,16357.002,249.675,65.51,-10.534,0.017,12.712,0.159
Auto_126,2763.80,2714.99,2763.78,2714.97,144.37738,43.79663,09h37m30.57s,+43d47m47.9s,2572.0,13967.000,15330.589,251.360,60.99,-10.464,0.018,12.782,0.159
Auto_127,4495.90,3158.10,4495.88,3158.10,145.28481,44.00517,09h41m08.35s,+44d00m18.6s,2392.0,13936.000,15943.196,239.133,66.67,-10.506,0.016,12.740,0.159
Auto_128,5177.43,1878.32,5177.44,1878.33,145.23450,44.56030,09h40m56.28s,+44d33m37.1s,1970.0,13927.000,17081.997,252.524,67.65,-10.581,0.016,12.665,0.159
Auto_129,908.21,3412.89,908.22,3412.89,143.74891,43.18871,09h34m59.74s,+43d11m19.4s,2017.0,13870.000,15707.520,243.973,64.38,-10.490,0.017,12.756,0.159
Auto_130,571.98,1972.56,572.01,1972.52,143.18656,43.58186,09h32m44.77s,+43d34m54.7s,1819.0,13783.000,16107.947,257.107,62.65,-10.518,0.017,12.728,0.159
Auto_131,5323.52,2695.51,5323.52,2695.51,145.53126,44.32269,09h42m07.50s,+44d19m21.7s,1908.0,13689.000,16815.303,250.217,67.20,-10.564,0.016,12.682,0.159
Auto_132,1591.61,432.91,1591.62,432.90,143.19227,44.29009,09h32m46.14s,+44d17m24.3s,1691.0,13682.000,15733.986,250.524,62.80,-10.492,0.017,12.754,0.159
Auto_133,4033.39,3905.27,4033.41,3905.31,145.28406,43.66803,09h41m08.17s,+43d40m04.9s,2428.0,13671.000,16401.985,246.537,66.53,-10.537,0.016,12.709,0.159
Auto_134,596.83,1438.21,596.84,1438.21,143.04256,43.75854,09h32m10.22s,+43d45m30.8s,1695.0,13668.000,15630.932,248.881,62.80,-10.485,0.017,12.761,0.159
Auto_135,3899.82,1313.95,3899.80,1313.96,144.49073,44.48463,09h37m57.78s,+44d29m04.7s,2379.0,13632.000,15390.863,249.877,61.59,-10.468,0.018,12.778,0.159
Auto_136,551.91,1879.98,551.91,1879.98,143.15089,43.60738,09h32m36.21s,+43d36m26.6s,1939.0,13568.000,15188.117,248.877,61.03,-10.454,0.018,12.792,0.159
Auto_137,5056.53,3610.19,5056.55,3610.26,145.66455,43.97008,09h42m39.49s,+43d58m12.3s,2206.0,13536.000,16865.723,258.676,65.20,-10.568,0.017,12.679,0.159
Auto_138,2630.88,1911.30,2630.87,1911.30,144.08769,44.02979,09h36m21.05s,+44d01m47.2s,2317.0,13323.000,14807.763,238.211,62.16,-10.426,0.017,12.820,0.159
Auto_139,3888.85,3025.59,3888.79,3025.60,144.97281,43.92549,09h39m53.48s,+43d55m31.8s,1957.0,13118.000,14901.676,240.718,61.91,-10.433,0.018,12.813,0.159
Auto_140,3828.12,518.57,3828.12,518.58,144.22850,44.72762,09h36m54.84s,+44d43m39.4s,1877.0,13013.000,15296.207,251.065,60.93,-10.461,0.018,12.785,0.159
Auto_141,2534.45,1573.39,2534.44,1573.41,143.94697,44.11921,09h35m47.27s,+44d07m09.2s,2064.0,12991.000,14608.437,247.302,59.07,-10.412,0.018,12.835,0.159
Auto_142,580.43,2124.91,580.41,2124.94,143.23435,43.53471,09h32m56.24s,+43d32m05.0s,1461.0,12535.000,14139.019,249.571,56.65,-10.376,0.019,12.870,0.159
Auto_143,5827.91,2716.70,5827.92,2716.70,145.76686,44.41640,09h43m04.05s,+44d24m59.0s,1551.0,12432.000,14534.198,236.513,61.45,-10.406,0.018,12.840,0.159
Auto_144,4801.41,1862.07,4801.41,1862.09,145.05827,44.48977,09h40m13.98s,+44d29m23.2s,1978.0,12423.000,14833.282,246.378,60.21,-10.428,0.018,12.818,0.159
Auto_145,2885.01,2251.28,2885.01,2251.29,144.29968,43.97199,09h37m11.92s,+43d58m19.2s,2383.0,12359.000,13664.630,242.534,56.34,-10.339,0.019,12.907,0.159
Auto_146,3397.75,1995.11,3397.72,1995.12,144.45809,44.16052,09h37m49.94s,+44d09m37.9s,2277.0,12161.000,13656.207,250.271,54.57,-10.338,0.020,12.908,0.159
