id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err
Auto_047,6160.77,4113.96,6160.81,4114.03,145.15552,45.34929,09h40m37.33s,+45d20m57.5s,4349.0,46714.000,62703.736,319.958,195.97,-11.993,0.006,11.406,0.051
Auto_048,6225.50,3803.96,6225.56,3804.00,145.27441,45.26171,09h41m05.86s,+45d15m42.2s,4354.0,46498.000,60153.153,312.010,192.79,-11.948,0.006,11.451,0.051
Auto_049,4196.09,3195.82,4196.12,3195.95,144.51820,44.65496,09h38m04.37s,+44d39m17.9s,4782.0,45913.000,56742.505,301.492,188.21,-11.885,0.006,11.515,0.051
Auto_050,406.48,2326.90,406.50,2326.97,143.06631,43.58839,09h32m15.92s,+43d35m18.2s,4633.0,42744.000,50777.940,300.497,168.98,-11.764,0.006,11.635,0.051
Auto_051,37.57,3821.31,37.48,3821.24,142.46836,43.98867,09h29m52.41s,+43d59m19.2s,3723.0,42701.000,53472.558,308.701,173.22,-11.820,0.006,11.579,0.051
Auto_052,1980.05,1945.70,1980.10,1945.68,143.87556,43.79339,09h35m30.13s,+43d47m36.2s,5933.0,42022.000,47036.162,298.112,157.78,-11.681,0.007,11.718,0.051
Auto_053,2910.04,2197.17,2910.01,2197.17,144.22141,44.06698,09h36m53.14s,+44d04m01.1s,6387.0,41753.000,47032.341,288.891,162.80,-11.681,0.007,11.718,0.051
Auto_054,3814.33,2777.88,3814.33,2777.84,144.46447,44.44123,09h37m51.47s,+44d26m28.4s,5179.0,39001.000,44756.309,278.206,160.87,-11.627,0.007,11.772,0.051
Auto_055,3356.77,213.64,3356.82,213.67,144.98396,43.51393,09h39m56.15s,+43d30m50.1s,4978.0,37576.000,43054.296,279.776,153.89,-11.585,0.007,11.814,0.051
Auto_056,3511.14,976.16,3511.12,976.15,144.83974,43.79338,09h39m21.54s,+43d47m36.2s,5291.0,36259.000,41044.895,275.983,148.72,-11.533,0.007,11.866,0.051
Auto_057,2900.88,1389.27,2900.83,1389.30,144.44791,43.80295,09h37m47.50s,+43d48m10.6s,5354.0,35720.000,39732.790,283.092,140.35,-11.498,0.008,11.902,0.051
Auto_058,5357.41,845.23,5357.37,845.17,145.71214,44.12308,09h42m50.91s,+44d07m23.1s,4313.0,34707.000,41839.702,284.917,146.85,-11.554,0.007,11.845,0.051
Auto_059,3079.62,1949.18,3079.59,1949.23,144.36894,44.02141,09h37m28.55s,+44d01m17.1s,5075.0,34578.000,38420.636,273.572,140.44,-11.461,0.008,11.938,0.051
Auto_060,2889.37,1462.65,2889.41,1462.59,144.42187,43.82441,09h37m41.25s,+43d49m27.9s,4590.0,34093.000,38602.430,278.223,138.75,-11.467,0.008,11.933,0.051
Auto_061,3684.06,969.43,3684.30,969.46,144.91966,43.82637,09h39m40.72s,+43d49m34.9s,15447.0,32614.000,33171.232,263.207,126.03,-11.302,0.009,12.098,0.051
Auto_062,464.01,2362.26,463.96,2362.26,143.08143,43.61177,09h32m19.54s,+43d36m42.4s,3549.0,31312.000,36522.206,287.400,127.08,-11.406,0.009,11.993,0.051
Auto_063,5102.64,3641.95,5102.64,3641.94,144.80464,44.98397,09h39m13.11s,+44d59m02.3s,3501.0,31248.000,39192.970,280.096,139.93,-11.483,0.008,11.916,0.051
Auto_064,1490.12,4007.09,1490.11,4007.08,143.05822,44.35489,09h32m13.97s,+44d21m17.6s,3270.0,29385.000,34090.015,267.610,127.39,-11.332,0.009,12.068,0.051
Auto_065,1337.05,1243.68,1337.10,1243.68,143.79009,43.43359,09h35m09.62s,+43d26m00.9s,3879.0,29035.000,32767.737,283.266,115.68,-11.289,0.009,12.111,0.051
Auto_066,2015.88,4068.83,2015.88,4068.85,143.27601,44.48514,09h33m06.24s,+44d29m06.5s,3184.0,28808.000,32739.397,266.746,122.74,-11.288,0.009,12.112,0.051
Auto_067,5126.06,1210.88,5126.08,1210.85,145.50534,44.19640,09h42m01.28s,+44d11m47.1s,3701.0,28481.000,33429.360,268.599,124.46,-11.310,0.009,12.089,0.051
Auto_068,666.09,2101.74,666.12,2101.74,143.24606,43.57038,09h32m59.06s,+43d34m13.4s,3157.0,28269.000,32602.158,280.462,116.24,-11.283,0.009,12.116,0.051
Auto_069,5595.06,2107.95,5595.08,2107.93,145.46740,44.58356,09h41m52.18s,+44d35m00.8s,3434.0,27357.000,32545.266,274.939,118.37,-11.281,0.009,12.118,0.051
Auto_070,1587.66,3747.99,1587.65,3748.02,143.17759,44.29231,09h32m42.62s,+44d17m32.3s,3118.0,27325.000,31341.182,266.769,117.48,-11.240,0.009,12.159,0.051
Auto_071,1674.19,3716.54,1674.23,3716.54,143.22552,44.30037,09h32m54.13s,+44d18m01.3s,3076.0,27019.000,30734.990,263.397,116.69,-11.219,0.009,12.180,0.051
Auto_072,206.47,968.90,206.51,968.97,143.36985,43.11119,09h33m28.76s,+43d06m40.3s,2788.0,26436.000,31663.840,274.987,115.15,-11.251,0.009,12.148,0.051
Auto_073,5370.68,2774.26,5370.69,2774.29,145.17601,44.75598,09h40m42.24s,+44d45m21.5s,3082.0,26284.000,30790.110,261.079,117.93,-11.221,0.009,12.178,0.051
Auto_074,1645.59,3558.45,1645.53,3558.49,143.25883,44.24360,09h33m02.12s,+44d14m37.0s,3062.0,26095.000,30433.639,268.992,113.14,-11.208,0.010,12.191,0.052
Auto_075,5174.28,3346.34,5174.29,3346.33,144.92248,44.90252,09h39m41.40s,+44d54m09.1s,3004.0,25847.000,31537.989,264.810,119.10,-11.247,0.009,12.152,0.051
Auto_076,4886.77,498.85,4886.80,498.86,145.59475,43.91563,09h42m22.74s,+43d54m56.3s,3207.0,25743.000,29727.541,263.285,112.91,-11.183,0.010,12.217,0.052
Auto_077,1041.80,1620.31,1041.73,1620.35,143.55112,43.49376,09h34m12.27s,+43d29m37.6s,3225.0,25714.000,29534.389,270.712,109.10,-11.176,0.010,12.224,0.052
Auto_078,1074.73,1488.46,1074.66,1488.48,143.60359,43.45814,09h34m24.86s,+43d27m29.3s,3178.0,25554.000,29302.786,275.471,106.37,-11.167,0.010,12.232,0.052
Auto_079,5265.31,3513.60,5265.37,3513.62,144.91622,44.97519,09h39m39.89s,+44d58m30.7s,2529.0,24689.000,30165.563,259.486,116.25,-11.199,0.009,12.201,0.051
Auto_080,6135.83,3603.12,6135.92,3603.15,145.29066,45.17869,09h41m09.76s,+45d10m43.3s,2395.0,23672.000,28940.190,270.622,106.94,-11.154,0.010,12.246,0.052
Auto_081,3750.95,3911.51,3750.92,3911.50,144.10810,44.79525,09h36m25.94s,+44d47m42.9s,2690.0,23304.000,27591.137,257.681,107.07,-11.102,0.010,12.298,0.052
Auto_082,1159.97,1551.19,1159.95,1551.21,143.62338,43.49603,09h34m29.61s,+43d29m45.7s,3152.0,23204.000,26125.065,270.436,96.60,-11.043,0.011,12.357,0.052
Auto_083,945.77,644.53,945.85,644.58,143.78779,43.15978,09h35m09.07s,+43d09m35.2s,2904.0,23126.000,27048.110,265.430,101.90,-11.080,0.011,12.319,0.052
Auto_084,306.83,1014.47,306.76,1014.48,143.40081,43.14659,09h33m36.20s,+43d08m47.7s,2509.0,23045.000,27621.196,265.364,104.09,-11.103,0.010,12.296,0.052
Auto_085,4919.08,1873.20,4919.06,1873.19,145.22519,44.37120,09h40m54.05s,+44d22m16.3s,2978.0,22819.000,27050.187,262.093,103.21,-11.080,0.011,12.319,0.052
Auto_086,1455.56,1326.49,1455.50,1326.53,143.81907,43.48482,09h35m16.58s,+43d29m05.3s,2870.0,22715.000,26047.139,268.715,96.93,-11.039,0.011,12.360,0.052
Auto_087,3865.29,284.14,3865.28,284.10,145.19305,43.63988,09h40m46.33s,+43d38m23.6s,3061.0,22528.000,26441.187,244.065,108.34,-11.056,0.010,12.344,0.052
Auto_088,363.47,718.16,363.46,718.25,143.51045,43.06326,09h34m02.51s,+43d03m47.7s,2389.0,22158.000,26851.617,272.374,98.58,-11.072,0.011,12.327,0.052
Auto_089,2688.71,64.99,2688.71,65.03,144.72612,43.32985,09h38m54.27s,+43d19m47.5s,2956.0,21714.000,24408.402,248.434,98.25,-10.969,0.011,12.431,0.052
Auto_090,4818.94,1892.65,4818.86,1892.57,145.17409,44.35735,09h40m41.78s,+44d21m26.5s,2664.0,21672.000,25659.900,257.241,99.75,-11.023,0.011,12.376,0.052
Auto_091,3750.81,1294.06,3750.79,1294.08,144.85834,43.94566,09h39m26.00s,+43d56m44.4s,3129.0,21574.000,24497.844,247.413,99.02,-10.973,0.011,12.427,0.052
Auto_092,5954.07,2190.54,5954.16,2190.55,145.60826,44.68216,09h42m25.98s,+44d40m55.8s,2317.0,20506.000,24449.462,269.694,90.66,-10.971,0.012,12.429,0.052
Auto_093,4929.02,622.82,4929.07,622.80,145.57955,43.96462,09h42m19.09s,+43d57m52.6s,2534.0,20009.000,23671.569,249.490,94.88,-10.936,0.011,12.464,0.052
Auto_094,3341.46,3614.30,3341.47,3614.35,144.00795,44.61479,09h36m01.91s,+44d36m53.2s,2385.0,19623.000,22809.607,242.610,94.02,-10.895,0.012,12.504,0.052
Auto_095,5009.23,3471.91,5009.26,3471.90,144.81073,44.90992,09h39m14.57s,+44d54m35.7s,2385.0,19575.000,23451.428,248.083,94.53,-10.925,0.011,12.474,0.052
Auto_096,3676.20,3492.56,3676.15,3492.49,144.19551,44.64447,09h36m46.92s,+44d38m40.1s,2373.0,19214.000,22509.623,244.162,92.19,-10.881,0.012,12.519,0.052
Auto_097,4266.71,3357.37,4266.69,3357.38,144.50389,44.72178,09h38m00.93s,+44d43m18.4s,2345.0,19119.000,22190.506,240.116,92.42,-10.865,0.012,12.534,0.052
Auto_098,1167.65,442.24,1167.59,442.33,143.94331,43.14036,09h35m46.39s,+43d08m25.3s,2145.0,18878.000,21974.093,271.588,80.91,-10.855,0.013,12.545,0.052
Auto_099,1708.39,2329.78,1708.41,2329.72,143.64345,43.86104,09h34m34.43s,+43d51m39.7s,2484.0,18670.000,20626.497,252.032,81.84,-10.786,0.013,12.613,0.052
Auto_100,1836.74,2090.54,1836.65,2090.54,143.76979,43.81047,09h35m04.75s,+43d48m37.7s,2530.0,18460.000,20783.586,259.195,80.19,-10.794,0.014,12.605,0.052
Auto_101,4697.28,1919.02,4697.28,1918.98,145.11123,44.34139,09h40m26.69s,+44d20m29.0s,2520.0,18274.000,21178.534,252.759,83.79,-10.815,0.013,12.585,0.052
Auto_102,5232.40,3369.29,5232.40,3369.28,144.94255,44.92170,09h39m46.21s,+44d55m18.1s,1968.0,18091.000,22156.508,247.183,89.64,-10.864,0.012,12.536,0.052
Auto_103,1671.13,3986.74,1671.14,3986.72,143.14522,44.38643,09h32m34.85s,+44d23m11.2s,2051.0,17977.000,20310.134,250.160,81.19,-10.769,0.013,12.630,0.052
Auto_104,1568.85,140.39,1568.94,140.46,144.20632,43.12544,09h36m49.52s,+43d07m31.6s,2169.0,17884.000,21012.944,256.986,81.77,-10.806,0.013,12.593,0.052
Auto_105,5959.49,2461.79,5959.52,2461.75,145.53426,44.77184,09h42m08.22s,+44d46m18.6s,1974.0,17773.000,21975.790,252.750,86.95,-10.855,0.012,12.545,0.052
Auto_106,3623.25,2004.65,3623.30,2004.61,144.59899,44.15088,09h38m23.76s,+44d09m03.2s,2401.0,17527.000,20283.333,244.347,83.01,-10.768,0.013,12.632,0.052
Auto_107,1759.12,2626.33,1759.06,2626.31,143.58044,43.96726,09h34m19.31s,+43d58m02.1s,2327.0,17484.000,19992.882,257.882,77.53,-10.752,0.014,12.647,0.053
Auto_108,1379.86,2962.75,1379.88,2962.76,143.31345,43.99642,09h33m15.23s,+43d59m47.1s,2088.0,17352.000,24931.665,263.734,94.53,-10.992,0.011,12.408,0.052
Auto_109,2987.15,1033.45,2987.09,1033.41,144.58758,43.70507,09h38m21.02s,+43d42m18.3s,2395.0,17336.000,19545.204,247.955,78.83,-10.728,0.014,12.672,0.052
Auto_110,1332.62,1120.96,1332.62,1121.02,143.82320,43.39310,09h35m17.57s,+43d23m35.2s,2226.0,17257.000,19759.320,266.213,74.22,-10.739,0.015,12.660,0.053
Auto_111,5686.15,2614.62,5686.13,2614.55,145.36583,44.76718,09h41m27.80s,+44d46m01.8s,1835.0,17177.000,20867.044,243.856,85.57,-10.799,0.013,12.601,0.052
Auto_112,3895.17,1069.55,3895.25,1069.53,144.98687,43.90187,09h39m56.85s,+43d54m06.7s,2155.0,17112.000,20006.520,250.483,79.87,-10.753,0.014,12.647,0.052
Auto_113,3591.05,2793.28,3591.01,2793.27,144.35856,44.40043,09h37m26.06s,+44d24m01.5s,2457.0,17064.000,19487.082,242.207,80.46,-10.724,0.013,12.675,0.052
Auto_114,1434.44,2563.74,1434.45,2563.67,143.45351,43.87938,09h33m48.84s,+43d52m45.8s,2126.0,17060.000,19308.409,264.482,73.00,-10.714,0.015,12.685,0.053
Auto_115,3917.14,406.04,3917.13,406.02,145.18249,43.69008,09h40m43.80s,+43d41m24.3s,2338.0,16946.000,19683.216,243.029,80.99,-10.735,0.013,12.664,0.052
Auto_116,4505.47,198.60,4505.55,198.52,145.50544,43.74102,09h42m01.31s,+43d44m27.7s,2120.0,16494.000,20237.536,246.441,82.12,-10.765,0.013,12.634,0.052
Auto_117,3839.10,2060.16,3839.07,2060.14,144.68105,44.21304,09h38m43.45s,+44d12m46.9s,2453.0,16276.000,18513.550,244.100,75.84,-10.669,0.014,12.731,0.053
Auto_118,2130.24,863.95,2130.26,863.92,144.25152,43.47443,09h37m00.36s,+43d28m28.0s,2342.0,16236.000,18331.115,247.611,74.03,-10.658,0.015,12.741,0.053
Auto_119,510.02,2524.81,510.03,2524.81,143.05458,43.67355,09h32m13.10s,+43d40m24.8s,1757.0,15978.000,18760.437,261.301,71.80,-10.683,0.015,12.716,0.053
Auto_120,375.21,2177.82,375.24,2177.78,143.09573,43.53403,09h32m22.97s,+43d32m02.5s,1765.0,15935.000,18584.779,266.125,69.83,-10.673,0.016,12.727,0.053
Auto_121,2760.11,790.46,2760.05,790.43,144.55425,43.57974,09h38m13.02s,+43d34m47.1s,2074.0,15728.000,17811.888,242.442,73.47,-10.627,0.015,12.773,0.053
Auto_122,2085.66,1234.77,2085.68,1234.81,144.12619,43.58526,09h36m30.29s,+43d35m07.0s,2161.0,15527.000,17399.320,248.024,70.15,-10.601,0.015,12.798,0.053
Auto_123,4456.53,1249.36,4456.50,1249.40,145.19056,44.07421,09h40m45.73s,+44d04m27.1s,1858.0,15524.000,17479.740,234.879,74.42,-10.606,0.015,12.793,0.053
Auto_124,504.39,3113.58,504.42,3113.52,142.88086,43.86109,09h31m31.41s,+43d51m39.9s,1542.0,15349.000,18330.286,248.436,73.78,-10.658,0.015,12.742,0.053
Auto_125,695.81,247.24,695.77,247.28,143.79054,42.98063,09h35m09.73s,+42d58m50.3s,1745.0,15205.000,17870.176,261.728,68.28,-10.630,0.016,12.769,0.053
Auto_126,2034.70,3253.15,2034.66,3253.20,143.52223,44.22678,09h34m05.34s,+44d13m36.4s,1857.0,14849.000,17083.767,242.128,70.56,-10.581,0.015,12.818,0.053
Auto_127,5193.92,2283.66,5193.95,2283.66,145.23450,44.56049,09h40m56.28s,+44d33m37.8s,1721.0,14566.000,17020.542,240.026,70.91,-10.577,0.015,12.822,0.053
Auto_128,2897.47,1827.07,2897.43,1827.00,144.32166,43.94434,09h37m17.20s,+43d56m39.6s,2045.0,14298.000,16361.064,242.447,67.48,-10.535,0.016,12.865,0.053
Auto_129,6130.59,4045.29,6130.68,4045.35,145.16137,45.32105,09h40m38.73s,+45d19m15.8s,1340.0,14284.000,19106.962,242.205,78.89,-10.703,0.014,12.696,0.052
Auto_130,5340.12,1466.57,5340.19,1466.55,145.53124,44.32290,09h42m07.50s,+44d19m22.5s,1747.0,14096.000,16937.641,246.632,68.68,-10.572,0.016,12.827,0.053
Auto_131,588.51,2188.90,588.47,2188.81,143.18658,43.58217,09h32m44.78s,+43d34m55.8s,1510.0,13965.000,15898.742,251.968,63.10,-10.503,0.017,12.896,0.053
Auto_132,4050.24,256.52,4050.33,256.48,145.28406,43.66824,09h41m08.17s,+43d40m05.7s,1811.0,13747.000,16304.315,239.576,68.05,-10.531,0.016,12.869,0.053
Auto_133,613.34,2723.16,613.30,2723.12,143.04263,43.75883,09h32m10.23s,+43d45m31.8s,1517.0,13731.000,15820.796,252.147,62.74,-10.498,0.017,12.901,0.053
Auto_134,924.92,748.45,924.98,748.51,143.74899,43.18892,09h34m59.76s,+43d11m20.1s,1644.0,13716.000,16014.887,260.984,61.36,-10.511,0.018,12.888,0.054
Auto_135,2780.46,1446.75,2780.49,1446.68,144.37739,43.79689,09h37m30.57s,+43d47m48.8s,1868.0,13638.000,15137.991,244.309,61.96,-10.450,0.018,12.949,0.054
Auto_136,1607.92,3728.69,1607.82,3728.60,143.19230,44.29037,09h32m46.15s,+44d17m25.3s,1517.0,13636.000,16232.123,248.465,65.33,-10.526,0.017,12.874,0.053
Auto_137,5073.31,551.79,5073.36,551.72,145.66456,43.97029,09h42m39.50s,+43d58m13.0s,1739.0,13465.000,16593.228,247.320,67.09,-10.550,0.016,12.850,0.053
Auto_138,4512.70,1003.91,4512.64,1003.79,145.28481,44.00542,09h41m08.35s,+44d00m19.5s,1700.0,13464.000,16682.923,234.524,71.14,-10.556,0.015,12.844,0.053
Auto_139,3916.28,2847.96,3916.28,2847.91,144.49073,44.48486,09h37m57.77s,+44d29m05.5s,1808.0,13401.000,15220.313,227.878,66.79,-10.456,0.016,12.943,0.053
Auto_140,3905.51,1136.15,3905.51,1136.21,144.97281,43.92567,09h39m53.47s,+43d55m32.4s,1658.0,13135.000,14962.537,236.276,63.33,-10.438,0.017,12.962,0.053
Auto_141,3834.52,3761.64,3834.53,3761.62,144.18971,44.76404,09h36m45.53s,+44d45m50.6s,1505.0,13102.000,15570.529,231.263,67.33,-10.481,0.016,12.919,0.053
Auto_142,568.35,2281.21,568.36,2281.31,143.15096,43.60759,09h32m36.23s,+43d36m27.3s,1463.0,13052.000,15588.132,255.871,60.92,-10.482,0.018,12.917,0.054
Auto_143,4284.00,1426.49,4284.03,1426.51,145.06247,44.09709,09h40m14.99s,+44d05m49.5s,6198.0,12957.000,13262.328,233.617,56.77,-10.307,0.019,13.093,0.054
Auto_144,2550.94,2588.15,2550.90,2588.17,143.94704,44.11942,09h35m47.29s,+44d07m09.9s,1992.0,12944.000,14369.419,229.090,62.72,-10.394,0.017,13.006,0.053
Auto_145,3844.44,3643.29,3844.41,3643.26,144.22853,44.72783,09h36m54.85s,+44d43m40.2s,1550.0,12853.000,15257.893,227.467,67.08,-10.459,0.016,12.941,0.053
Auto_146,2647.35,2250.25,2647.38,2250.31,144.08773,44.02998,09h36m21.06s,+44d01m47.9s,1722.0,12817.000,14458.391,237.700,60.83,-10.400,0.018,12.999,0.054
